category,seed,stage,epoch,loss,seen_patches,optimizer_steps,seconds
bottle,0,deep_svdd,31,0.0031481274078238985,98000,12,0.0282437801361084
bottle,0,deep_svdd,32,0.003066180810940509,98000,12,0.029256343841552734
bottle,0,deep_svdd,33,0.0030222821011379056,98000,12,0.028850078582763672
bottle,0,deep_svdd,34,0.0031037285899249267,98000,12,0.028389930725097656
bottle,0,deep_svdd,35,0.0029050233906553107,98000,12,0.027329444885253906
bottle,0,deep_svdd,36,0.0028237762206747216,98000,12,0.027880191802978516
bottle,0,deep_svdd,37,0.003251675941582237,98000,12,0.02807927131652832
bottle,0,deep_svdd,38,0.0028828931285486536,98000,12,0.028309106826782227
bottle,0,deep_svdd,39,0.0027320674765779047,98000,12,0.028306245803833008
bottle,0,deep_svdd,40,0.002701964332893187,98000,12,0.028470516204833984
bottle,0,deep_svdd,41,0.0027755846040589467,98000,12,0.027868032455444336
bottle,0,deep_svdd,42,0.002728713491095268,98000,12,0.027940750122070312
bottle,0,deep_svdd,43,0.002838641803749666,98000,12,0.02868819236755371
bottle,0,deep_svdd,44,0.0026685666095997607,98000,12,0.028410673141479492
bottle,0,deep_svdd,45,0.002619792902347993,98000,12,0.02897500991821289
bottle,0,deep_svdd,46,0.002526318528518385,98000,12,0.02821660041809082
bottle,0,deep_svdd,47,0.002736365455906002,98000,12,0.028855323791503906
bottle,0,deep_svdd,48,0.002679409346752325,98000,12,0.02842879295349121
bottle,0,deep_svdd,49,0.002501721869089774,98000,12,0.028551578521728516
bottle,0,deep_svdd,50,0.002456608384201417,98000,12,0.02893209457397461
bottle,0,deep_svdd,51,0.002358990953246854,98000,12,0.02741384506225586
bottle,0,deep_svdd,52,0.002354755455247906,98000,12,0.028343915939331055
bottle,0,deep_svdd,53,0.0029825660444568005,98000,12,0.029052257537841797
bottle,0,deep_svdd,54,0.0026018120122655313,98000,12,0.028786420822143555
bottle,0,deep_svdd,55,0.0024223410230966246,98000,12,0.028764009475708008
bottle,0,deep_svdd,56,0.002325050815635798,98000,12,0.028450727462768555
bottle,0,deep_svdd,57,0.0026590162771848998,98000,12,0.029657602310180664
bottle,0,deep_svdd,58,0.002324997035634457,98000,12,0.02885580062866211
bottle,0,deep_svdd,59,0.0025713039437042814,98000,12,0.02883601188659668
bottle,0,deep_svdd,60,0.002370342209441017,98000,12,0.028605937957763672
bottle,0,deep_svdd,61,0.002376413130220406,98000,12,0.028631210327148438
bottle,0,deep_svdd,62,0.0024946411404074454,98000,12,0.02872300148010254
bottle,0,deep_svdd,63,0.002417870184976836,98000,12,0.02870464324951172
bottle,0,deep_svdd,64,0.0022470196468793615,98000,12,0.028712034225463867
bottle,0,deep_svdd,65,0.0022971455122971413,98000,12,0.028708696365356445
bottle,0,deep_svdd,66,0.002176263120823673,98000,12,0.028310537338256836
bottle,0,deep_svdd,67,0.002208922151134026,98000,12,0.02812337875366211
bottle,0,deep_svdd,68,0.0023467753994829803,98000,12,0.028307437896728516
bottle,0,deep_svdd,69,0.0021735860630869865,98000,12,0.027615070343017578
bottle,0,deep_svdd,70,0.0021725630635129555,98000,12,0.028570890426635742
bottle,0,deep_svdd,71,0.002440973019113346,98000,12,0.028112411499023438
bottle,0,deep_svdd,72,0.002203308741391009,98000,12,0.028677940368652344
bottle,0,deep_svdd,73,0.002085346329082944,98000,12,0.028892993927001953
bottle,0,deep_svdd,74,0.002820349674443809,98000,12,0.028116464614868164
bottle,0,deep_svdd,75,0.002482978169179084,98000,12,0.028992652893066406
bottle,0,deep_svdd,76,0.0021723207105711407,98000,12,0.028174638748168945
bottle,0,deep_svdd,77,0.002062396663906319,98000,12,0.028179168701171875
bottle,0,deep_svdd,78,0.002123388534829933,98000,12,0.028051376342773438
bottle,0,deep_svdd,79,0.0020647847383302087,98000,12,0.028692007064819336
bottle,0,deep_svdd,80,0.0020720156896859407,98000,12,0.028868675231933594
bottle,0,deep_svdd,81,0.002275277802758679,98000,12,0.027917861938476562
bottle,0,deep_svdd,82,0.002240150777471005,98000,12,0.02883315086364746
bottle,0,deep_svdd,83,0.0022727694673349663,98000,12,0.02788996696472168
bottle,0,deep_svdd,84,0.0021297372850798526,98000,12,0.028646469116210938
bottle,0,deep_svdd,85,0.0019888066723562623,98000,12,0.028047561645507812
bottle,0,deep_svdd,86,0.001961669410008709,98000,12,0.028617143630981445
bottle,0,deep_svdd,87,0.001990551076259236,98000,12,0.027695178985595703
bottle,0,deep_svdd,88,0.0021977636722885835,98000,12,0.02899479866027832
bottle,0,deep_svdd,89,0.001944438013457218,98000,12,0.028595447540283203
bottle,0,deep_svdd,90,0.002000470168926582,98000,12,0.027959823608398438
bottle,0,deep_svdd,91,0.0027015471128480776,98000,12,0.029256343841552734
bottle,0,deep_svdd,92,0.002006459427123167,98000,12,0.027828454971313477
bottle,0,deep_svdd,93,0.001998796245083213,98000,12,0.02858567237854004
bottle,0,deep_svdd,94,0.001953720932997459,98000,12,0.02926778793334961
bottle,0,deep_svdd,95,0.002363387563132814,98000,12,0.027789831161499023
bottle,0,deep_svdd,96,0.0019996417459214526,98000,12,0.02808094024658203
bottle,0,deep_svdd,97,0.0020343694754933216,98000,12,0.028884410858154297
bottle,0,deep_svdd,98,0.001940031834897034,98000,12,0.028525829315185547
bottle,0,deep_svdd,99,0.002073032386791037,98000,12,0.028145551681518555
bottle,0,deep_svdd,100,0.0021665044382442626,98000,12,0.028365612030029297
bottle,0,drocc,1,0.3041607732906633,98000,12,0.039380550384521484
bottle,0,drocc,2,0.02566602432971098,98000,12,0.03051924705505371
bottle,0,drocc,3,0.005280081143678755,98000,12,0.030159950256347656
bottle,0,drocc,4,0.0025927208768469945,98000,12,0.031201601028442383
bottle,0,drocc,5,0.0018437114350725802,98000,12,0.03032660484313965
bottle,0,drocc,6,0.001511216176122579,98000,12,0.030241012573242188
bottle,0,drocc,7,0.0013064450982920065,98000,12,0.03076338768005371
bottle,0,drocc,8,0.0011536178202273286,98000,12,0.029871702194213867
bottle,0,drocc,9,0.0010284121043942108,98000,12,0.030785799026489258
bottle,0,drocc,10,0.0009223592517973513,98000,12,0.030306100845336914
bottle,0,drocc,11,5.6284051060773885,98000,12,0.9803416728973389
bottle,0,drocc,12,1.393276915686471,98000,12,0.9571623802185059
bottle,0,drocc,13,1.3866947123858393,98000,12,0.9546003341674805
bottle,0,drocc,14,1.38672683408309,98000,12,0.9546647071838379
bottle,0,drocc,15,1.3867218793752243,98000,12,0.9545395374298096
bottle,0,drocc,16,1.386705545133474,98000,12,0.9543862342834473
bottle,0,drocc,17,1.3866860856036751,98000,12,0.9547309875488281
bottle,0,drocc,18,1.3866659687587193,98000,12,0.9551112651824951
bottle,0,drocc,19,1.3866460305428019,98000,12,0.9549894332885742
bottle,0,drocc,20,1.3866265687942505,98000,12,0.9547302722930908
bottle,0,drocc,21,1.3866075049030537,98000,12,0.9553556442260742
bottle,0,drocc,22,1.3865890861433379,98000,12,0.9549436569213867
bottle,0,drocc,23,1.3865712929550482,98000,12,0.9553132057189941
bottle,0,drocc,24,1.386554175532594,98000,12,0.9554414749145508
bottle,0,drocc,25,1.3865377235412597,98000,12,0.9555492401123047
bottle,0,drocc,26,1.3865218882658044,98000,12,0.9557502269744873
bottle,0,drocc,27,1.386506806996404,98000,12,0.9564402103424072
bottle,0,drocc,28,1.3864924313876095,98000,12,0.9560129642486572
bottle,0,drocc,29,1.3864786717551094,98000,12,0.9561278820037842
bottle,0,drocc,30,1.3864656768331722,98000,12,0.9562606811523438
bottle,0,drocc,31,1.386453327412508,98000,12,0.9560840129852295
bottle,0,drocc,32,1.3864416441625478,98000,12,0.9563443660736084
bottle,0,drocc,33,1.3864305665541667,98000,12,0.9558420181274414
bottle,0,drocc,34,1.3864201949761839,98000,12,0.9558355808258057
bottle,0,drocc,35,1.3864103991450096,98000,12,0.9565460681915283
bottle,0,drocc,36,1.3864012787098787,98000,12,0.9594943523406982
bottle,0,drocc,37,1.3863926550417531,98000,12,0.9557249546051025
bottle,0,drocc,38,1.386384607120436,98000,12,0.9556548595428467
bottle,0,drocc,39,1.3863770866004788,98000,12,0.9561798572540283
bottle,0,drocc,40,1.3863701218974833,98000,12,0.9554755687713623
bottle,0,drocc,41,1.3863636144715912,98000,12,0.9555959701538086
bottle,0,drocc,42,1.3863575639530104,98000,12,0.9558491706848145
bottle,0,drocc,43,1.3863519603768173,98000,12,0.9559199810028076
bottle,0,drocc,44,1.3863467849225415,98000,12,0.9557042121887207
bottle,0,drocc,45,1.3863420054766598,98000,12,0.9560704231262207
bottle,0,drocc,46,1.3863375943631542,98000,12,0.9557063579559326
bottle,0,drocc,47,1.3863335604375722,98000,12,0.9556856155395508
bottle,0,drocc,48,1.3863298546148806,98000,12,0.9557089805603027
bottle,0,drocc,49,1.3863263971756916,98000,12,0.9556264877319336
bottle,0,drocc,50,1.3863233172942182,98000,12,0.956035852432251
bottle,0,drocc,51,1.386320456271269,98000,12,0.956188440322876
bottle,0,drocc,52,1.3863178325575225,98000,12,0.9555728435516357
bottle,0,drocc,53,1.3863154483717315,98000,12,0.9559495449066162
bottle,0,drocc,54,1.3863132623750336,98000,12,0.9563522338867188
bottle,0,drocc,55,1.386311315536499,98000,12,0.9557240009307861
bottle,0,drocc,56,1.3863095262877796,98000,12,0.956594705581665
bottle,0,drocc,57,1.3863079171472665,98000,12,0.9541194438934326
bottle,0,drocc,58,1.3863064467760982,98000,12,0.9563648700714111
bottle,0,drocc,59,1.386305135843705,98000,12,0.9560916423797607
bottle,0,drocc,60,1.3863039430112254,98000,12,0.955578088760376
bottle,0,drocc,61,1.3863028701276194,98000,12,0.955836296081543
bottle,0,drocc,62,1.3863019064883797,98000,12,0.9557313919067383
bottle,0,drocc,63,1.3863010417587902,98000,12,0.9561712741851807
bottle,0,drocc,64,1.3863002770482278,98000,12,0.955681324005127
bottle,0,drocc,65,1.3862995713876218,98000,12,0.9556803703308105
bottle,0,drocc,66,1.3862989454464036,98000,12,0.955660343170166
bottle,0,drocc,67,1.3862984088197046,98000,12,0.9558620452880859
bottle,0,drocc,68,1.386297922387415,98000,12,0.9559032917022705
bottle,0,drocc,69,1.3862975049700055,98000,12,0.9557769298553467
bottle,0,drocc,70,1.3862970971477275,98000,12,0.9558587074279785
bottle,0,drocc,71,1.3862967398896509,98000,12,0.9560716152191162
bottle,0,drocc,72,1.386296441681531,98000,12,0.9557476043701172
bottle,0,drocc,73,1.3862961932980284,98000,12,0.956845760345459
bottle,0,drocc,74,1.3862959644745807,98000,12,0.9557321071624756
bottle,0,drocc,75,1.386295775880619,98000,12,0.9558529853820801
bottle,0,drocc,76,1.3862955573918867,98000,12,0.955726146697998
bottle,0,drocc,77,1.3862953979531114,98000,12,0.9561855792999268
bottle,0,drocc,78,1.3862952890785374,98000,12,0.9539778232574463
bottle,0,drocc,79,1.3862951001147834,98000,12,0.9556803703308105
bottle,0,drocc,80,1.3862950801849365,98000,12,0.9556467533111572
bottle,0,drocc,81,1.3862949214857452,98000,12,0.955925464630127
bottle,0,drocc,82,1.3862948716611279,98000,12,0.9558584690093994
bottle,0,drocc,83,1.3862948222063025,98000,12,0.9558699131011963
bottle,0,drocc,84,1.3862947723816852,98000,12,0.9557874202728271
bottle,0,drocc,85,1.3862946332425488,98000,12,0.9559030532836914
bottle,0,drocc,86,1.3862946332425488,98000,12,0.9562981128692627
bottle,0,drocc,87,1.3862946033477783,98000,12,0.9562523365020752
bottle,0,drocc,88,1.386294574192592,98000,12,0.9559834003448486
bottle,0,drocc,89,1.386294574192592,98000,12,0.9556894302368164
bottle,0,drocc,90,1.386294574192592,98000,12,0.9560840129852295
bottle,0,drocc,91,1.3862944845082807,98000,12,0.9562733173370361
bottle,0,drocc,92,1.3862944841384888,98000,12,0.9563124179840088
bottle,0,drocc,93,1.3862943948239697,98000,12,0.9560914039611816
bottle,0,drocc,94,1.3862943748941228,98000,12,0.9561820030212402
bottle,0,drocc,95,1.3862943844892541,98000,12,0.956233024597168
bottle,0,drocc,96,1.386294444648587,98000,12,0.9560108184814453
bottle,0,drocc,97,1.3862944346836634,98000,12,0.958427906036377
bottle,0,drocc,98,1.386294384859046,98000,12,0.9544129371643066
bottle,0,drocc,99,1.3862943748941228,98000,12,0.9590530395507812
bottle,0,drocc,100,1.3862943649291992,98000,12,0.9575700759887695
bottle,1,autoencoder,1,20.42927357794314,98000,12,0.044554948806762695
bottle,1,autoencoder,2,13.983028108557876,98000,12,0.04309272766113281
bottle,1,autoencoder,3,9.199366658424845,98000,12,0.0437772274017334
bottle,1,autoencoder,4,7.7311865836941465,98000,12,0.04300355911254883
bottle,1,autoencoder,5,7.21271189545612,98000,12,0.042922019958496094
bottle,1,autoencoder,6,6.789588813781738,98000,12,0.04261493682861328
bottle,1,autoencoder,7,6.342301122937884,98000,12,0.04310131072998047
bottle,1,autoencoder,8,5.929561065284573,98000,12,0.04218864440917969
bottle,1,autoencoder,9,5.496996968872693,98000,12,0.042849063873291016
bottle,1,autoencoder,10,5.017827503048644,98000,12,0.042257070541381836
bottle,1,autoencoder,11,4.541974725139385,98000,12,0.04238414764404297
bottle,1,autoencoder,12,4.114667204564931,98000,12,0.04804706573486328
bottle,1,autoencoder,13,3.7385520772739333,98000,12,0.048130035400390625
bottle,1,autoencoder,14,3.410484637046347,98000,12,0.049733638763427734
bottle,1,autoencoder,15,3.126310968905079,98000,12,0.05041766166687012
bottle,1,autoencoder,16,2.891934938586488,98000,12,0.049768686294555664
bottle,1,autoencoder,17,2.7037050458947007,98000,12,0.04946732521057129
bottle,1,autoencoder,18,2.5520445431689827,98000,12,0.04976058006286621
bottle,1,autoencoder,19,2.4271378137238173,98000,12,0.04942512512207031
bottle,1,autoencoder,20,2.3214458520850356,98000,12,0.05031943321228027
bottle,1,autoencoder,21,2.229524939712213,98000,12,0.05008220672607422
bottle,1,autoencoder,22,2.1479793907866185,98000,12,0.05017662048339844
bottle,1,autoencoder,23,2.0791938530279666,98000,12,0.050580739974975586
bottle,1,autoencoder,24,2.0103661180418366,98000,12,0.0502011775970459
bottle,1,autoencoder,25,1.9486172447983099,98000,12,0.0496058464050293
bottle,1,autoencoder,26,1.8888734428833942,98000,12,0.04965472221374512
bottle,1,autoencoder,27,1.8314019474496648,98000,12,0.04923677444458008
bottle,1,autoencoder,28,1.7807231597316509,98000,12,0.049652099609375
bottle,1,autoencoder,29,1.729543378090372,98000,12,0.04925894737243652
bottle,1,autoencoder,30,1.6819389982418138,98000,12,0.049188852310180664
bottle,1,autoencoder,31,1.6362387546811785,98000,12,0.04984402656555176
bottle,1,autoencoder,32,1.593086902482169,98000,12,0.04933619499206543
bottle,1,autoencoder,33,1.5556412330744218,98000,12,0.049666404724121094
bottle,1,autoencoder,34,1.5191803710120064,98000,12,0.04960131645202637
bottle,1,autoencoder,35,1.4885918110633383,98000,12,0.050446510314941406
bottle,1,autoencoder,36,1.4633752899753805,98000,12,0.05067801475524902
bottle,1,autoencoder,37,1.442174529795744,98000,12,0.05020403861999512
bottle,1,autoencoder,38,1.421330042333019,98000,12,0.05120205879211426
bottle,1,autoencoder,39,1.4040490144223583,98000,12,0.05089378356933594
bottle,1,autoencoder,40,1.389900079045977,98000,12,0.050443172454833984
bottle,1,autoencoder,41,1.3758129833571764,98000,12,0.050516605377197266
bottle,1,autoencoder,42,1.3631090843823492,98000,12,0.050122976303100586
bottle,1,autoencoder,43,1.3520090297971452,98000,12,0.04980349540710449
bottle,1,autoencoder,44,1.3408375537638761,98000,12,0.05064201354980469
bottle,1,autoencoder,45,1.3307346460186704,98000,12,0.050801753997802734
bottle,1,autoencoder,46,1.3235253352535015,98000,12,0.04979729652404785
bottle,1,autoencoder,47,1.314222971741034,98000,12,0.05080389976501465
bottle,1,autoencoder,48,1.3044510043007986,98000,12,0.05034661293029785
bottle,1,autoencoder,49,1.2958946276878824,98000,12,0.04942965507507324
bottle,1,autoencoder,50,1.2887904088156563,98000,12,0.05072212219238281
bottle,1,deep_svdd,1,1.0260937775397787,98000,12,0.03610801696777344
bottle,1,deep_svdd,2,0.2909001857309925,98000,12,0.036206722259521484
bottle,1,deep_svdd,3,0.12184920537715055,98000,12,0.0361781120300293
bottle,1,deep_svdd,4,0.07065244950506151,98000,12,0.03651261329650879
bottle,1,deep_svdd,5,0.04998986658028194,98000,12,0.036803483963012695
bottle,1,deep_svdd,6,0.038018221503009604,98000,12,0.03601670265197754
bottle,1,deep_svdd,7,0.025696633905476454,98000,12,0.036284685134887695
bottle,1,deep_svdd,8,0.015606980464744324,98000,12,0.0362849235534668
bottle,1,deep_svdd,9,0.010044484784712596,98000,12,0.03672385215759277
bottle,1,deep_svdd,10,0.007286787154191002,98000,12,0.03315377235412598
bottle,1,deep_svdd,11,0.005938315223522332,98000,12,0.0328221321105957
bottle,1,deep_svdd,12,0.005224787344966008,98000,12,0.03227710723876953
bottle,1,deep_svdd,13,0.004728590660177323,98000,12,0.0315854549407959
bottle,1,deep_svdd,14,0.00421217424764621,98000,12,0.031650543212890625
bottle,1,deep_svdd,15,0.003902023451592849,98000,12,0.031468868255615234
bottle,1,deep_svdd,16,0.0036993504041539773,98000,12,0.03233933448791504
bottle,1,deep_svdd,17,0.0034152453072293074,98000,12,0.03072524070739746
bottle,1,deep_svdd,18,0.0034673748854927872,98000,12,0.030834674835205078
bottle,1,deep_svdd,19,0.0032879977810139557,98000,12,0.030342578887939453
bottle,1,deep_svdd,20,0.003069780675580307,98000,12,0.03154468536376953
bottle,1,deep_svdd,21,0.0029435952758910706,98000,12,0.030067920684814453
bottle,1,deep_svdd,22,0.0028059345976430543,98000,12,0.029446125030517578
bottle,1,deep_svdd,23,0.0026991310704271403,98000,12,0.02985358238220215
bottle,1,deep_svdd,24,0.0027208603373443593,98000,12,0.029935836791992188
bottle,1,deep_svdd,25,0.0025385602984805498,98000,12,0.03328084945678711
bottle,1,deep_svdd,26,0.002481712029144472,98000,12,0.030306100845336914
bottle,1,deep_svdd,27,0.0023754641022153047,98000,12,0.03001999855041504
bottle,1,deep_svdd,28,0.002270106997454957,98000,12,0.030303239822387695
bottle,1,deep_svdd,29,0.0021657152883708475,98000,12,0.02986288070678711
bottle,1,deep_svdd,30,0.002250504571032159,98000,12,0.02954697608947754
bottle,1,deep_svdd,31,0.0021680153038884913,98000,12,0.02889251708984375
bottle,1,deep_svdd,32,0.002045215577381302,98000,12,0.029001474380493164
bottle,1,deep_svdd,33,0.002036938976781557,98000,12,0.02947521209716797
bottle,1,deep_svdd,34,0.0018780072649028532,98000,12,0.028851032257080078
bottle,1,deep_svdd,35,0.00196876556958471,98000,12,0.028256893157958984
bottle,1,deep_svdd,36,0.0019856044866372736,98000,12,0.027686357498168945
bottle,1,deep_svdd,37,0.001828601123175907,98000,12,0.028136491775512695
bottle,1,deep_svdd,38,0.0016964587349140522,98000,12,0.028162479400634766
bottle,1,deep_svdd,39,0.0016143725649358667,98000,12,0.028278350830078125
bottle,1,deep_svdd,40,0.0015658069240613555,98000,12,0.028731107711791992
bottle,1,deep_svdd,41,0.0015676458717837018,98000,12,0.02837228775024414
bottle,1,deep_svdd,42,0.001517533909054283,98000,12,0.0292050838470459
bottle,1,deep_svdd,43,0.0019990563788546286,98000,12,0.03437352180480957
bottle,1,deep_svdd,44,0.001704005343896546,98000,12,0.029556989669799805
bottle,1,deep_svdd,45,0.001499679660196511,98000,12,0.028872966766357422
bottle,1,deep_svdd,46,0.0013567399919907353,98000,12,0.02863931655883789
bottle,1,deep_svdd,47,0.0013103672251751533,98000,12,0.02847146987915039
bottle,1,deep_svdd,48,0.001282476539590529,98000,12,0.029188871383666992
bottle,1,deep_svdd,49,0.0012788195372654162,98000,12,0.028766393661499023
bottle,1,deep_svdd,50,0.0012457344955859745,98000,12,0.02904224395751953
bottle,1,deep_svdd,51,0.0012294291202739186,98000,12,0.0279388427734375
bottle,1,deep_svdd,52,0.0013085744253986953,98000,12,0.02919626235961914
bottle,1,deep_svdd,53,0.0012528986926475653,98000,12,0.029069185256958008
bottle,1,deep_svdd,54,0.0011571207347953198,98000,12,0.028174400329589844
bottle,1,deep_svdd,55,0.0012414337302158985,98000,12,0.029700279235839844
bottle,1,deep_svdd,56,0.0011099450779812677,98000,12,0.029112815856933594
bottle,1,deep_svdd,57,0.0013001345645218176,98000,12,0.028766870498657227
bottle,1,deep_svdd,58,0.001039848522549229,98000,12,0.029239654541015625
bottle,1,deep_svdd,59,0.0010556283005874376,98000,12,0.02856302261352539
bottle,1,deep_svdd,60,0.001039954663558426,98000,12,0.02862238883972168
bottle,1,deep_svdd,61,0.000982317161869866,98000,12,0.029139280319213867
bottle,1,deep_svdd,62,0.000967337398428698,98000,12,0.029291868209838867
bottle,1,deep_svdd,63,0.000973856093171908,98000,12,0.028690338134765625
bottle,1,deep_svdd,64,0.0009713211054153436,98000,12,0.029258012771606445
bottle,1,deep_svdd,65,0.0009236273641070845,98000,12,0.028935909271240234
bottle,1,deep_svdd,66,0.0011390891090054445,98000,12,0.02940678596496582
bottle,1,deep_svdd,67,0.0010300758602192663,98000,12,0.028893232345581055
bottle,1,deep_svdd,68,0.0009199130757502756,98000,12,0.028838396072387695
bottle,1,deep_svdd,69,0.0008404787746448146,98000,12,0.029201507568359375
bottle,1,deep_svdd,70,0.0008313749646672941,98000,12,0.029170751571655273
bottle,1,deep_svdd,71,0.0009185197690444789,98000,12,0.029576539993286133
bottle,1,deep_svdd,72,0.0008578213456048801,98000,12,0.02978515625
bottle,1,deep_svdd,73,0.0010025343929550476,98000,12,0.029183149337768555
bottle,1,deep_svdd,74,0.0007759773958930556,98000,12,0.029655933380126953
bottle,1,deep_svdd,75,0.0007808809442046498,98000,12,0.028996706008911133
bottle,1,deep_svdd,76,0.0007977549013092506,98000,12,0.03488969802856445
