gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.8870444444444446,0.10669092899479438,80,136,0
0.001953125,0.01,0.8890444444444444,0.10356205700372811,78,143,0
0.00390625,0.01,0.8931111111111111,0.1053997049893951,84,163,0
0.0078125,0.01,0.8997666666666666,0.11306823299673852,96,190,0
0.015625,0.01,0.9068888888888889,0.1609498990001157,152,307,0
0.03125,0.01,0.9208777777777778,0.3484611629974097,392,696,0
0.0625,0.01,0.9167555555555555,1.5405829899973469,1692,2237,0
0.125,0.01,0.8828555555555555,4.486077249996015,4834,6027,0
0.25,0.01,0.8805222222222222,4.942152591000195,5800,10639,0
0.5,0.01,0.8860333333333333,5.021833755003172,5800,10614,0
