gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.49243416743089224,0.08507644000928849,60,92,0
0.001953125,0.01,0.49908292938556276,0.09577861099387519,77,134,0
0.00390625,0.01,0.5035481898772872,0.1399780810024822,131,239,0
0.0078125,0.01,0.5118564129437967,0.33113721500558313,364,611,0
0.015625,0.01,0.5212127167125202,1.130289555003401,1337,1956,0
0.03125,0.01,0.5248154941263811,3.601812762004556,3445,4699,0
0.0625,0.01,0.5335494999781649,4.572718861003523,4888,9092,0
0.125,0.01,0.5450565526878903,4.561047782000969,5000,9160,0
0.25,0.01,0.5515251757718678,5.2917250159953255,5000,9151,0
0.5,0.01,0.5541071662518013,4.8592959200032055,5000,9150,0
