track,dataset,normal_class,seed,objective_or_nu,target,result_path,status
DeepSVDD,cifar10,0,3,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_3/soft-boundary/result.json,complete
DeepSVDD,cifar10,0,4,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_4/one-class/result.json,complete
DeepSVDD,cifar10,0,4,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_4/soft-boundary/result.json,complete
DeepSVDD,cifar10,0,5,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_5/one-class/result.json,complete
DeepSVDD,cifar10,0,5,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_5/soft-boundary/result.json,complete
DeepSVDD,cifar10,0,6,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_6/one-class/result.json,complete
DeepSVDD,cifar10,0,6,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_6/soft-boundary/result.json,complete
DeepSVDD,cifar10,0,7,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_7/one-class/result.json,complete
DeepSVDD,cifar10,0,7,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_7/soft-boundary/result.json,complete
DeepSVDD,cifar10,0,8,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_8/one-class/result.json,complete
DeepSVDD,cifar10,0,8,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_8/soft-boundary/result.json,complete
DeepSVDD,cifar10,0,9,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_9/one-class/result.json,complete
DeepSVDD,cifar10,0,9,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_9/soft-boundary/result.json,complete
DeepSVDD,cifar10,0,10,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_10/one-class/result.json,complete
DeepSVDD,cifar10,0,10,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_0/seed_10/soft-boundary/result.json,complete
DeepSVDD,cifar10,1,1,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_1/one-class/result.json,complete
DeepSVDD,cifar10,1,1,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_1/soft-boundary/result.json,complete
DeepSVDD,cifar10,1,2,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_2/one-class/result.json,complete
DeepSVDD,cifar10,1,2,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_2/soft-boundary/result.json,complete
DeepSVDD,cifar10,1,3,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_3/one-class/result.json,complete
DeepSVDD,cifar10,1,3,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_3/soft-boundary/result.json,complete
DeepSVDD,cifar10,1,4,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_4/one-class/result.json,complete
DeepSVDD,cifar10,1,4,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_4/soft-boundary/result.json,complete
DeepSVDD,cifar10,1,5,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_5/one-class/result.json,complete
DeepSVDD,cifar10,1,5,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_5/soft-boundary/result.json,complete
DeepSVDD,cifar10,1,6,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_6/one-class/result.json,complete
DeepSVDD,cifar10,1,6,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_6/soft-boundary/result.json,complete
DeepSVDD,cifar10,1,7,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_7/one-class/result.json,complete
DeepSVDD,cifar10,1,7,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_7/soft-boundary/result.json,complete
DeepSVDD,cifar10,1,8,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_8/one-class/result.json,complete
DeepSVDD,cifar10,1,8,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_8/soft-boundary/result.json,complete
DeepSVDD,cifar10,1,9,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_9/one-class/result.json,complete
DeepSVDD,cifar10,1,9,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_9/soft-boundary/result.json,complete
DeepSVDD,cifar10,1,10,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_10/one-class/result.json,complete
DeepSVDD,cifar10,1,10,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_1/seed_10/soft-boundary/result.json,complete
DeepSVDD,cifar10,2,1,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_1/one-class/result.json,complete
DeepSVDD,cifar10,2,1,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_1/soft-boundary/result.json,complete
DeepSVDD,cifar10,2,2,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_2/one-class/result.json,complete
DeepSVDD,cifar10,2,2,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_2/soft-boundary/result.json,complete
DeepSVDD,cifar10,2,3,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_3/one-class/result.json,complete
DeepSVDD,cifar10,2,3,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_3/soft-boundary/result.json,complete
DeepSVDD,cifar10,2,4,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_4/one-class/result.json,complete
DeepSVDD,cifar10,2,4,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_4/soft-boundary/result.json,complete
DeepSVDD,cifar10,2,5,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_5/one-class/result.json,complete
DeepSVDD,cifar10,2,5,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_5/soft-boundary/result.json,complete
DeepSVDD,cifar10,2,6,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_6/one-class/result.json,complete
DeepSVDD,cifar10,2,6,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_6/soft-boundary/result.json,complete
DeepSVDD,cifar10,2,7,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_7/one-class/result.json,complete
DeepSVDD,cifar10,2,7,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_7/soft-boundary/result.json,complete
DeepSVDD,cifar10,2,8,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_8/one-class/result.json,complete
DeepSVDD,cifar10,2,8,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_8/soft-boundary/result.json,complete
DeepSVDD,cifar10,2,9,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_9/one-class/result.json,complete
DeepSVDD,cifar10,2,9,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_9/soft-boundary/result.json,complete
DeepSVDD,cifar10,2,10,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_10/one-class/result.json,complete
DeepSVDD,cifar10,2,10,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_2/seed_10/soft-boundary/result.json,complete
DeepSVDD,cifar10,3,1,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_1/one-class/result.json,complete
DeepSVDD,cifar10,3,1,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_1/soft-boundary/result.json,complete
DeepSVDD,cifar10,3,2,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_2/one-class/result.json,complete
DeepSVDD,cifar10,3,2,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_2/soft-boundary/result.json,complete
DeepSVDD,cifar10,3,3,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_3/one-class/result.json,complete
DeepSVDD,cifar10,3,3,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_3/soft-boundary/result.json,complete
DeepSVDD,cifar10,3,4,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_4/one-class/result.json,complete
DeepSVDD,cifar10,3,4,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_4/soft-boundary/result.json,complete
DeepSVDD,cifar10,3,5,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_5/one-class/result.json,complete
DeepSVDD,cifar10,3,5,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_5/soft-boundary/result.json,complete
DeepSVDD,cifar10,3,6,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_6/one-class/result.json,complete
DeepSVDD,cifar10,3,6,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_6/soft-boundary/result.json,complete
DeepSVDD,cifar10,3,7,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_7/one-class/result.json,complete
DeepSVDD,cifar10,3,7,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_7/soft-boundary/result.json,complete
DeepSVDD,cifar10,3,8,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_8/one-class/result.json,complete
DeepSVDD,cifar10,3,8,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_8/soft-boundary/result.json,complete
DeepSVDD,cifar10,3,9,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_9/one-class/result.json,complete
DeepSVDD,cifar10,3,9,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_9/soft-boundary/result.json,complete
DeepSVDD,cifar10,3,10,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_10/one-class/result.json,complete
DeepSVDD,cifar10,3,10,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_3/seed_10/soft-boundary/result.json,complete
DeepSVDD,cifar10,4,1,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_1/one-class/result.json,complete
DeepSVDD,cifar10,4,1,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_1/soft-boundary/result.json,complete
DeepSVDD,cifar10,4,2,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_2/one-class/result.json,complete
DeepSVDD,cifar10,4,2,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_2/soft-boundary/result.json,complete
DeepSVDD,cifar10,4,3,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_3/one-class/result.json,complete
DeepSVDD,cifar10,4,3,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_3/soft-boundary/result.json,complete
DeepSVDD,cifar10,4,4,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_4/one-class/result.json,complete
DeepSVDD,cifar10,4,4,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_4/soft-boundary/result.json,complete
DeepSVDD,cifar10,4,5,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_5/one-class/result.json,complete
DeepSVDD,cifar10,4,5,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_5/soft-boundary/result.json,complete
DeepSVDD,cifar10,4,6,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_6/one-class/result.json,complete
DeepSVDD,cifar10,4,6,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_6/soft-boundary/result.json,complete
DeepSVDD,cifar10,4,7,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_7/one-class/result.json,complete
DeepSVDD,cifar10,4,7,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_7/soft-boundary/result.json,complete
DeepSVDD,cifar10,4,8,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_8/one-class/result.json,complete
DeepSVDD,cifar10,4,8,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_8/soft-boundary/result.json,complete
DeepSVDD,cifar10,4,9,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_9/one-class/result.json,complete
DeepSVDD,cifar10,4,9,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_9/soft-boundary/result.json,complete
DeepSVDD,cifar10,4,10,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_10/one-class/result.json,complete
DeepSVDD,cifar10,4,10,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_4/seed_10/soft-boundary/result.json,complete
DeepSVDD,cifar10,5,1,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_1/one-class/result.json,complete
DeepSVDD,cifar10,5,1,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_1/soft-boundary/result.json,complete
DeepSVDD,cifar10,5,2,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_2/one-class/result.json,complete
DeepSVDD,cifar10,5,2,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_2/soft-boundary/result.json,complete
DeepSVDD,cifar10,5,3,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_3/one-class/result.json,complete
DeepSVDD,cifar10,5,3,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_3/soft-boundary/result.json,complete
DeepSVDD,cifar10,5,4,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_4/one-class/result.json,complete
DeepSVDD,cifar10,5,4,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_4/soft-boundary/result.json,complete
DeepSVDD,cifar10,5,5,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_5/one-class/result.json,complete
DeepSVDD,cifar10,5,5,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_5/soft-boundary/result.json,complete
DeepSVDD,cifar10,5,6,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_6/one-class/result.json,complete
DeepSVDD,cifar10,5,6,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_6/soft-boundary/result.json,complete
DeepSVDD,cifar10,5,7,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_7/one-class/result.json,complete
DeepSVDD,cifar10,5,7,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_7/soft-boundary/result.json,complete
DeepSVDD,cifar10,5,8,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_8/one-class/result.json,complete
DeepSVDD,cifar10,5,8,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_8/soft-boundary/result.json,complete
DeepSVDD,cifar10,5,9,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_9/one-class/result.json,complete
DeepSVDD,cifar10,5,9,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_9/soft-boundary/result.json,complete
DeepSVDD,cifar10,5,10,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_10/one-class/result.json,complete
DeepSVDD,cifar10,5,10,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_5/seed_10/soft-boundary/result.json,complete
DeepSVDD,cifar10,6,1,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_6/seed_1/one-class/result.json,complete
DeepSVDD,cifar10,6,1,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_6/seed_1/soft-boundary/result.json,complete
DeepSVDD,cifar10,6,2,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_6/seed_2/one-class/result.json,complete
DeepSVDD,cifar10,6,2,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_6/seed_2/soft-boundary/result.json,complete
DeepSVDD,cifar10,6,3,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_6/seed_3/one-class/result.json,complete
DeepSVDD,cifar10,6,3,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_6/seed_3/soft-boundary/result.json,complete
DeepSVDD,cifar10,6,4,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_6/seed_4/one-class/result.json,complete
DeepSVDD,cifar10,6,4,soft-boundary,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_6/seed_4/soft-boundary/result.json,complete
DeepSVDD,cifar10,6,5,one-class,DeepSVDD_author_torch_readme_AE5_SVDD12,results/native/deep_svdd/DeepSVDD_author_torch_readme_AE5_SVDD12/cifar10/class_6/seed_5/one-class/result.json,complete
