gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.8278476099142607,0.09206826699664816,70,107,0
0.001953125,0.01,0.8271968581246932,0.08902608299104031,73,118,0
0.00390625,0.01,0.8314096197097876,0.08793756700470112,72,106,0
0.0078125,0.01,0.8455092418170818,0.09830985800363123,84,150,0
0.015625,0.01,0.8766425774337547,0.11755928800266702,110,242,0
0.03125,0.01,0.9219097852519093,0.22065446399210487,257,494,0
0.0625,0.01,0.9430991768560697,0.6923059350083349,936,1403,0
0.125,0.01,0.9556917948191025,3.292922369990265,3139,3971,0
0.25,0.01,0.955646128026852,4.382104728996637,5781,7733,0
0.5,0.01,0.9471178545741001,4.699214067994035,6200,11368,0
