gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.8262411347517731,0.09288827399723232,74,120,0
0.001953125,0.01,0.826534686017566,0.08811127599619795,74,130,0
0.00390625,0.01,0.8290122587008596,0.08618825400481,72,114,0
0.0078125,0.01,0.8404020478136301,0.09446721700078342,83,145,0
0.015625,0.01,0.8689704570006106,0.11556186398956925,113,225,0
0.03125,0.01,0.918768493729745,0.2138617689925013,253,492,0
0.0625,0.01,0.9535954159034333,0.6867767929943511,938,1402,0
0.125,0.01,0.9637757738011365,3.338916631997563,3146,3971,0
0.25,0.01,0.965325724484524,4.36627928300004,5784,7758,0
0.5,0.01,0.9613686534216336,4.614117066987092,6200,11369,0
