gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.916705196144681,0.7031216439936543,587,565,0
0.001953125,0.1,0.9183175066092875,0.6928528340067714,592,578,0
0.00390625,0.1,0.9213168782824152,0.6943836170103168,590,590,0
0.0078125,0.1,0.9256677454920512,0.6971595420036465,592,588,0
0.015625,0.1,0.9345828739434031,0.7004825490002986,605,632,0
0.03125,0.1,0.9494611800689973,0.756234182001208,663,789,0
0.0625,0.1,0.9668883593555501,1.1952931590058142,1222,2013,0
0.125,0.1,0.9594432786807507,4.323523038998246,4145,6781,0
0.25,0.1,0.9510379248615902,5.189263660999131,5795,12269,0
0.5,0.1,0.9500657964932248,5.4293176229984965,5800,15656,0
