category,seed,method,auroc,average_precision,threshold,test_fpr,test_tpr,false_positives,true_positives,test_normal,test_anomaly,threshold_calibration_count,threshold_calibration_fpr
cable,1,PatchScore_same_centers,0.9570839580209896,0.9759616746574481,4.980098009109497,0.0,0.8043478260869565,0,74,58,92,46,0.021739130434782608
cable,1,PatchScore_byte_budget,0.9985007496251873,0.9990813469666296,4.571802735328674,0.017241379310344827,0.9565217391304348,1,88,58,92,46,0.021739130434782608
cable,1,RBF_SVDD,0.7027736131934034,0.8136717854978086,0.06662314903708746,0.0,0.08695652173913043,0,8,58,92,46,0.021739130434782608
cable,1,DeepSVDD_head,0.7325712143928036,0.8308525026698272,0.04276248486712575,0.034482758620689655,0.31521739130434784,2,29,58,92,46,0.021739130434782608
cable,1,DROCC_head,0.49250374812593706,0.6111169934677474,-0.1621381752192974,0.034482758620689655,0.05434782608695652,2,5,58,92,46,0.021739130434782608
cable,1,Bubble_B,0.8099700149925038,0.8810920715028221,6.907781224016256,0.05172413793103448,0.391304347826087,3,36,58,92,46,0.021739130434782608
cable,1,Bubble_BA,0.8109070464767616,0.8827389500343233,14.004863599277744,0.034482758620689655,0.3804347826086957,2,35,58,92,46,0.021739130434782608
cable,1,Bubble_BAD,0.7724887556221888,0.8586284806106977,17.43118730770984,0.017241379310344827,0.32608695652173914,1,30,58,92,46,0.021739130434782608
cable,1,Bubble_BAF,0.7985382308845578,0.8717364201200399,18.035640759291404,0.017241379310344827,0.34782608695652173,1,32,58,92,46,0.021739130434782608
cable,1,NBD,0.7687406296851574,0.8523784692693739,21.358147169445317,0.017241379310344827,0.31521739130434784,1,29,58,92,46,0.021739130434782608
