gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.48793615441722343,0.09654504699574318,62,99,0
0.001953125,0.01,0.47788113018035727,0.10448255600931589,69,112,0
0.00390625,0.01,0.46876501157255773,0.13775247099692933,112,214,0
0.0078125,0.01,0.461155508974191,0.3642117599956691,340,566,0
0.015625,0.01,0.4651622341586969,1.152712759008864,1196,1786,0
0.03125,0.01,0.4736342198349273,3.9627764059987385,3372,4610,0
0.0625,0.01,0.4822808856281934,4.72807888200623,4924,9344,0
0.125,0.01,0.48487925236909907,5.173638363994542,5000,9156,0
0.25,0.01,0.486478667190707,6.2793082559946924,5000,9150,0
0.5,0.01,0.451433468710424,5.4031193669943605,5000,9150,0
