gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.7242148698607118,0.08493926399387419,66,102,0
0.001953125,0.01,0.7251204301878338,0.08011420100228861,66,126,0
0.00390625,0.01,0.7281171813734644,0.0809989170084009,68,121,0
0.0078125,0.01,0.7443705888942829,0.08728698101185728,76,143,0
0.015625,0.01,0.7838511520221068,0.11223379599687178,112,244,0
0.03125,0.01,0.879653833227529,0.21966919100668747,272,530,0
0.0625,0.01,0.9496807199671385,0.7254579360014759,1017,1493,0
0.125,0.01,0.958344224952388,3.1607853270106716,3240,4050,0
0.25,0.01,0.9569345382575899,3.954702154005645,5634,7876,0
0.5,0.01,0.9605661152395534,4.194083465990843,5800,10614,0
