gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.8187275853598625,0.09518185199704021,68,97,0
0.001953125,0.01,0.8252910832719234,0.09434168999723624,73,125,0
0.00390625,0.01,0.8313927781871777,0.09829308300686534,79,137,0
0.0078125,0.01,0.8348808646524195,0.11451852999744006,97,200,0
0.015625,0.01,0.8438909358879881,0.14188167500833515,128,275,0
0.03125,0.01,0.8744976664210269,0.34456926700659096,374,648,0
0.0625,0.01,0.9119331859493982,1.2744960809941404,1514,2085,0
0.125,0.01,0.9189584868582658,4.5933042140095495,4763,5956,0
0.25,0.01,0.9136231884057971,5.403462647009292,6000,11022,0
0.5,0.01,0.9115205109309752,5.46278345999599,6000,10980,0
