gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.8522442959035064,0.680320262996247,586,562,0
0.001953125,0.1,0.8547555920684118,0.6449120649922406,589,570,0
0.00390625,0.1,0.861888046603682,0.6424962469900493,590,572,0
0.0078125,0.1,0.8739684080809591,0.644947739012423,590,601,0
0.015625,0.1,0.8923783561746144,0.6628667670011055,606,626,0
0.03125,0.1,0.9199279286007692,0.6964206889970228,657,797,0
0.0625,0.1,0.9501568393143882,0.9713327809877228,1065,1719,0
0.125,0.1,0.958344224952388,3.3093306480004685,3309,5238,0
0.25,0.1,0.9569065312371635,4.154647666000528,5670,8636,0
0.5,0.1,0.9605287725456515,4.346775971003808,5800,14101,0
