gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.5843559984706275,0.5491767929925118,504,460,0
0.001953125,0.1,0.5872544061964258,0.6383288530050777,511,489,0
0.00390625,0.1,0.5956166208266013,0.5393282439908944,516,508,0
0.0078125,0.1,0.6017587784753142,0.5954164139984641,554,626,0
0.015625,0.1,0.6115023618939552,1.2030216909915907,1003,1697,0
0.03125,0.1,0.6385500561181071,3.8511896249983693,2734,4657,0
0.0625,0.1,0.6592829215949877,3.4933116879983572,4564,7298,0
0.125,0.1,0.6651660725958632,4.114820155009511,4990,11934,0
0.25,0.1,0.6649872346723565,4.778081413998734,5000,13536,0
0.5,0.1,0.6329875800145536,4.521912335010711,5000,13501,0
