gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.44332634096413626,0.13098983799864072,66,128,0
0.001953125,0.01,0.4382087374213358,0.11522530199727044,71,127,0
0.00390625,0.01,0.4483730074281256,0.18970095399708953,116,230,0
0.0078125,0.01,0.46887382320453186,0.4663377760007279,357,588,0
0.015625,0.01,0.48988133240101744,1.5061935810081195,1404,2039,0
0.03125,0.01,0.5272449051976611,5.487069883005461,4052,5323,0
0.0625,0.01,0.5331833520809899,6.070926127998973,4999,9193,0
0.125,0.01,0.5164117998763668,5.680154749992653,5000,9154,0
0.25,0.01,0.5102858764276087,6.694799400996999,5000,9150,0
0.5,0.01,0.4703584349253641,5.7204113570041955,5000,9150,0
