gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.6187740046007763,0.5840450329997111,505,487,0
0.001953125,0.1,0.625300215851397,0.5880086799879791,508,497,0
0.00390625,0.1,0.6296780470008817,0.5928992529952666,517,506,0
0.0078125,0.1,0.6344409651496266,0.643781646998832,548,604,0
0.015625,0.1,0.6554788759513169,0.8820862819993636,932,1511,0
0.03125,0.1,0.6817965321902331,2.77335844701156,2665,4607,0
0.0625,0.1,0.7002705742863223,3.774483092012815,4557,7206,0
0.125,0.1,0.6966527832669565,4.335565072004101,4982,11962,0
0.25,0.1,0.693075527721197,5.2138411159976386,5000,13525,0
0.5,0.1,0.6621925637673669,5.303799428002094,5000,13500,0
