gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.7066666666666667,0.1051112310087774,73,118,0
0.001953125,0.01,0.7076222222222223,0.0981605760025559,74,117,0
0.00390625,0.01,0.7113333333333334,0.10290306000388227,81,146,0
0.0078125,0.01,0.7348111111111111,0.11060122499475256,92,184,0
0.015625,0.01,0.7712,0.16129426499537658,152,328,0
0.03125,0.01,0.8227222222222222,0.39253391900274437,447,781,0
0.0625,0.01,0.8752,1.7634997870045481,1993,2610,0
0.125,0.01,0.894988888888889,4.784822970003006,5493,7422,0
0.25,0.01,0.9030444444444444,5.149846177009749,5800,10614,0
0.5,0.01,0.9077111111111111,5.098039686010452,5800,10614,0
