category,seed,method,auroc,average_precision,threshold,test_fpr,test_tpr,false_positives,true_positives,test_normal,test_anomaly,threshold_calibration_count,threshold_calibration_fpr
bottle,1,PatchScore_same_centers,1.0,0.9999999999999998,3.449388861656189,0.0,1.0,0,63,20,63,43,0.023255813953488372
bottle,1,PatchScore_byte_budget,1.0,0.9999999999999998,2.457965850830078,0.0,1.0,0,63,20,63,43,0.023255813953488372
bottle,1,RBF_SVDD,0.6507936507936508,0.8843806976583486,0.06598555066571188,0.0,0.3333333333333333,0,21,20,63,43,0.023255813953488372
bottle,1,DeepSVDD_head,0.9753968253968255,0.9927552911970883,0.021743992809206247,0.15,0.9206349206349206,3,58,20,63,43,0.023255813953488372
bottle,1,DROCC_head,0.5,0.7590361445783133,-0.08379851281642914,0.0,0.0,0,0,20,63,43,0.0
bottle,1,Bubble_B,0.369047619047619,0.7530550180674052,5.714890532829586,0.35,0.23809523809523808,7,15,20,63,43,0.023255813953488372
bottle,1,Bubble_BA,0.36984126984126986,0.753247069076153,11.431360983033734,0.35,0.23809523809523808,7,15,20,63,43,0.023255813953488372
bottle,1,Bubble_BAD,0.4984126984126984,0.7849939280609723,14.25275552451593,0.0,0.07936507936507936,0,5,20,63,43,0.023255813953488372
bottle,1,Bubble_BAF,0.5206349206349207,0.8259859114492507,12.144679227311634,0.2,0.30158730158730157,4,19,20,63,43,0.023255813953488372
bottle,1,NBD,0.6134920634920635,0.8576978452478563,15.724188107879627,0.0,0.1746031746031746,0,11,20,63,43,0.023255813953488372
