gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.9392103724958818,0.5833440190035617,589,585,0
0.001953125,0.1,0.9401004304160688,0.5745908660028363,589,572,0
0.00390625,0.1,0.9435809554173974,0.5779889600089518,593,604,0
0.0078125,0.1,0.9492799829959082,0.578976432007039,595,593,0
0.015625,0.1,0.958127424411499,0.5908567139995284,615,672,0
0.03125,0.1,0.9755167649715714,0.6384239119943231,680,861,0
0.0625,0.1,0.9907938785270206,1.162293667002814,1481,2547,0
0.125,0.1,0.9929061055316436,3.4460675790032838,4331,7326,0
0.25,0.1,0.9901960784313726,3.9282146180048585,5797,12555,0
0.5,0.1,0.9878181624953505,4.08136613399256,5800,15668,0
