gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.752771274645305,0.10034658000222407,72,125,0
0.001953125,0.01,0.753645671734409,0.09436325400019996,73,131,0
0.00390625,0.01,0.756428699028761,0.10026336400187574,78,143,0
0.0078125,0.01,0.7754961968427684,0.11395864399673883,94,187,0
0.015625,0.01,0.8123619063736965,0.15526596100244205,145,307,0
0.03125,0.01,0.8526781936648521,0.39372861399897374,443,771,0
0.0625,0.01,0.8988520012410797,1.828556579988799,1993,2630,0
0.125,0.01,0.9129551800975939,4.615494106998085,5495,7448,0
0.25,0.01,0.9182485732284057,4.92408934199193,5800,10614,0
0.5,0.01,0.9211726323113231,4.869879973994102,5800,10614,0
