gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.6433401430030643,0.10560345499834511,58,87,0
0.001953125,0.01,0.6639530132788559,0.11405691300751641,67,108,0
0.00390625,0.01,0.6909295199182839,0.14189259499835316,93,177,0
0.0078125,0.01,0.7185903983656792,0.30816138799127657,235,406,0
0.015625,0.01,0.7337385086823289,1.1649557780037867,761,1184,0
0.03125,0.01,0.7460776302349336,4.595051255004364,2215,3040,0
0.0625,0.01,0.7504392236976507,6.439727639008197,4237,6414,0
0.125,0.01,0.7506843718079674,6.561485127997003,4983,9266,0
0.25,0.01,0.7457456588355464,6.7578463120007655,5000,9150,0
0.5,0.01,0.7164964249233912,6.804691436991561,5000,9150,0
