gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.9555931225003091,0.5789506849978352,586,560,0
0.001953125,0.1,0.957586003106145,0.5755527120054467,590,596,0
0.00390625,0.1,0.9614480682802128,0.5785483200015733,589,614,0
0.0078125,0.1,0.9685674624445086,0.5845787870057393,598,628,0
0.015625,0.1,0.9752333044709245,0.59567051299382,610,679,0
0.03125,0.1,0.989224700724309,0.6344567979977,682,857,0
0.0625,0.1,0.9978971673607389,1.1287377000116976,1471,2555,0
0.125,0.1,0.9990928957242403,3.4364497589995153,4332,7353,0
0.25,0.1,0.9983782075069751,3.907865769986529,5797,12555,0
0.5,0.1,0.9974023832103245,4.053516649000812,5800,15662,0
