gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5678447395301327,0.06992529999115504,61,94,0
0.001953125,0.01,0.5913381001021449,0.07515385199803859,71,118,0
0.00390625,0.01,0.5924514811031665,0.10361676799948327,104,207,0
0.0078125,0.01,0.631144024514811,0.22313752499758266,279,497,0
0.015625,0.01,0.656046986721144,0.6923836260102689,988,1435,0
0.03125,0.01,0.6854239019407559,2.643825168008334,2714,3808,0
0.0625,0.01,0.7075893769152195,3.604844683999545,4534,6719,0
0.125,0.01,0.7143105209397345,3.7811936009966303,4986,9304,0
0.25,0.01,0.7192134831460675,4.664813103998313,5000,9151,0
0.5,0.01,0.6941317671092953,4.093860242006485,5000,9150,0
