gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.6403268641470888,0.5858701610122807,505,505,0
0.001953125,0.1,0.646455566905005,0.5993066049995832,508,520,0
0.00390625,0.1,0.6542288049029622,0.5877036989986664,517,523,0
0.0078125,0.1,0.6646986721144024,0.6202002299978631,548,619,0
0.015625,0.1,0.6854545454545455,0.8862704830098664,932,1554,0
0.03125,0.1,0.7146986721144024,2.803910132002784,2664,4641,0
0.0625,0.1,0.7339632277834525,3.7605101549997926,4558,6967,0
0.125,0.1,0.7305515832482123,4.3389771319925785,4982,11641,0
0.25,0.1,0.7262921348314606,5.18274953000946,5000,13526,0
0.5,0.1,0.6981052093973442,5.022826601009001,5000,13500,0
