gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.9191582865278759,0.690867196986801,589,584,0
0.001953125,0.1,0.9201896882252043,0.7035691320052138,588,575,0
0.00390625,0.1,0.9222188589558179,0.686325061993557,589,596,0
0.0078125,0.1,0.9253130640478033,0.6985421730059898,596,611,0
0.015625,0.1,0.9323422908328568,0.7044395619886927,600,636,0
0.03125,0.1,0.9451563358333613,0.7675588840065757,661,801,0
0.0625,0.1,0.9619838787430351,1.179284853002173,1219,2039,0
0.125,0.1,0.9591363131873676,4.049382568002329,4145,6770,0
0.25,0.1,0.9516025964416641,4.660891645995434,5795,12281,0
0.5,0.1,0.952387358602675,5.014096158003667,5800,15658,0
