category,seed,method,auroc,average_precision,threshold,test_fpr,test_tpr,false_positives,true_positives,test_normal,test_anomaly,threshold_calibration_count,threshold_calibration_fpr
metal_nut,1,PatchScore_same_centers,0.9672531769305963,0.9930655806207609,4.509968519210815,0.045454545454545456,0.9139784946236559,1,85,22,93,44,0.022727272727272728
metal_nut,1,PatchScore_byte_budget,0.9995112414467253,0.9998856097002974,3.443523406982422,0.045454545454545456,0.989247311827957,1,92,22,93,44,0.022727272727272728
metal_nut,1,RBF_SVDD,0.47165200391006845,0.8042181866235208,0.12507220455189144,0.0,0.0,0,0,22,93,44,0.022727272727272728
metal_nut,1,DeepSVDD_head,0.8875855327468231,0.9744260387836103,0.04128399444743991,0.0,0.4838709677419355,0,45,22,93,44,0.022727272727272728
metal_nut,1,DROCC_head,0.39540566959921797,0.7851897311096148,-0.15743861719965935,0.0,0.053763440860215055,0,5,22,93,44,0.022727272727272728
metal_nut,1,Bubble_B,0.5073313782991202,0.8375031989259503,5.926890009925055,0.0,0.053763440860215055,0,5,22,93,44,0.022727272727272728
metal_nut,1,Bubble_BA,0.5024437927663734,0.8364207348591549,11.86040168680097,0.0,0.03225806451612903,0,3,22,93,44,0.022727272727272728
metal_nut,1,Bubble_BAD,0.49315738025415445,0.800097229357162,16.146386101181285,0.09090909090909091,0.03225806451612903,2,3,22,93,44,0.022727272727272728
metal_nut,1,Bubble_BAF,0.6026392961876833,0.8760244658546381,13.287421107591431,0.0,0.11827956989247312,0,11,22,93,44,0.022727272727272728
metal_nut,1,NBD,0.5420332355816226,0.8153905055579237,17.385762649777913,0.18181818181818182,0.1827956989247312,4,17,22,93,44,0.022727272727272728
