track,dataset,class_or_category,seed,variant,selection,selected_epoch,auroc,average_precision,test_count
DeepSVDD,cifar10,1,5,one-class,fixed_final_epoch,150,0.6087928888888889,0.9342435754079401,10000
DeepSVDD,cifar10,1,5,soft-boundary,fixed_final_epoch,150,0.6078664444444445,0.9337429046884758,10000
DeepSVDD,cifar10,1,6,one-class,fixed_final_epoch,150,0.6397245555555555,0.9402072858390942,10000
DeepSVDD,cifar10,1,6,soft-boundary,fixed_final_epoch,150,0.6291492777777777,0.9390001156178567,10000
DeepSVDD,cifar10,1,7,one-class,fixed_final_epoch,150,0.6252599444444444,0.9390466656206469,10000
DeepSVDD,cifar10,1,7,soft-boundary,fixed_final_epoch,150,0.6202676111111111,0.9378796076884086,10000
DeepSVDD,cifar10,1,8,one-class,fixed_final_epoch,150,0.6194797222222223,0.9362622337225331,10000
DeepSVDD,cifar10,1,8,soft-boundary,fixed_final_epoch,150,0.6057102222222223,0.9338174627683967,10000
DeepSVDD,cifar10,1,9,one-class,fixed_final_epoch,150,0.5919939444444444,0.9317773639300994,10000
DeepSVDD,cifar10,1,9,soft-boundary,fixed_final_epoch,150,0.5928875,0.9315237525168997,10000
DeepSVDD,cifar10,1,10,one-class,fixed_final_epoch,150,0.5796212777777778,0.9262037473184962,10000
DeepSVDD,cifar10,1,10,soft-boundary,fixed_final_epoch,150,0.5966378888888889,0.9294843553705562,10000
DeepSVDD,cifar10,2,1,one-class,fixed_final_epoch,150,0.47785466666666665,0.8908943600665968,10000
DeepSVDD,cifar10,2,1,soft-boundary,fixed_final_epoch,150,0.4808926666666667,0.8932308701283579,10000
DeepSVDD,cifar10,2,2,one-class,fixed_final_epoch,150,0.47088166666666664,0.8875053819691994,10000
DeepSVDD,cifar10,2,2,soft-boundary,fixed_final_epoch,150,0.4687983333333333,0.8882497120496325,10000
DeepSVDD,cifar10,2,3,one-class,fixed_final_epoch,150,0.4828137777777778,0.8893360508711712,10000
DeepSVDD,cifar10,2,3,soft-boundary,fixed_final_epoch,150,0.4765002222222222,0.8895514159183502,10000
DeepSVDD,cifar10,2,4,one-class,fixed_final_epoch,150,0.48438027777777776,0.8938162056330605,10000
DeepSVDD,cifar10,2,4,soft-boundary,fixed_final_epoch,150,0.4638302777777778,0.8905759995896982,10000
DeepSVDD,cifar10,2,5,one-class,fixed_final_epoch,150,0.4826437777777778,0.8910451380428691,10000
DeepSVDD,cifar10,2,5,soft-boundary,fixed_final_epoch,150,0.4844193333333333,0.8927372667164363,10000
DeepSVDD,cifar10,2,6,one-class,fixed_final_epoch,150,0.48979266666666665,0.8928117750745319,10000
DeepSVDD,cifar10,2,6,soft-boundary,fixed_final_epoch,150,0.46244233333333334,0.8872780439060017,10000
