gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.4842002442002442,0.8269251540041296,504,492,0
0.001953125,0.1,0.47274725274725277,0.8330942409957061,508,502,0
0.00390625,0.1,0.4570818070818071,0.8197040849918267,524,553,0
0.0078125,0.1,0.4388644688644689,0.9334911530022509,593,716,0
0.015625,0.1,0.43360195360195364,1.7404109540075297,1416,2444,0
0.03125,0.1,0.45054945054945056,4.888372832996538,4093,6421,0
0.0625,0.1,0.44556776556776556,5.720944170010625,4999,10942,0
0.125,0.1,0.42866910866910873,6.305344426000374,5000,13581,0
0.25,0.1,0.4233699633699634,6.933904444988002,5000,13504,0
0.5,0.1,0.45636141636141636,6.114999581986922,5000,13500,0
