gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.1,0.7582004650390302,0.7693632050068118,589,568,0
0.001953125,0.1,0.760214250124564,0.7464669949986273,588,567,0
0.00390625,0.1,0.7651552898189669,0.7502509250043659,592,561,0
0.0078125,0.1,0.7759612190666003,0.7540499729948351,597,605,0
0.015625,0.1,0.8040607872446438,0.7599092599994037,608,629,0
0.03125,0.1,0.8404646238166418,0.8811338110099314,737,955,0
0.0625,0.1,0.8844772463046006,2.023155870003393,2008,3409,0
0.125,0.1,0.8999024248463711,4.836272594999173,5561,8268,0
0.25,0.1,0.9092343464540774,4.993324187991675,5800,13751,0
0.5,0.1,0.9125871948181367,5.035290426996653,5800,15660,0
