gamma,nu,labeled_test_holdout_auroc,fit_seconds,support_count,iterations,fit_status
0.0009765625,0.01,0.5583759116118607,0.07728401600616053,61,99,0
0.001953125,0.01,0.5812699244508495,0.08786240799236111,71,119,0
0.00390625,0.01,0.5776780645443033,0.10809818000416271,104,207,0
0.0078125,0.01,0.6233459976418184,0.2489860409987159,279,476,0
0.015625,0.01,0.6531835451329753,0.8052570510044461,988,1461,0
0.03125,0.01,0.6801934582296171,2.9436588950047735,2714,3740,0
0.0625,0.01,0.7026071007467575,3.8923931720055407,4536,6808,0
0.125,0.01,0.7146272763002751,4.236477254002239,4986,9308,0
0.25,0.01,0.7194036857504693,4.867225302004954,5000,9150,0
0.5,0.01,0.7104458709987335,4.747263676996226,5000,9150,0
